worker_ID,asg_ID,payments,experiment_id,current_question,answer1,feedback,initial_time,begin_time
"ASTR3EPUOKEXV","3RUIQRXJBBO1WK1WSYG0JX598D4LLW","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",311,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" i think it is better to play it safe. if the percentage was even i would say A but since it slightly leans toward a B i would go with that to maximize reward"" ], ""time"" : 323789 } } }",,1455622543305.0,1455622546910.0
"ASJSRTPWPGMVW","3DQQ64TANGL7YZSTO4G99PV9BUBPWT",,313,7,,,1455622945585.0,1455622989160.0
"AZOSPSM7NDUDA","3ZDAD0O1T1DKFRQQFQLFGIAD9Z2XTZ",,314,5,,,1455623138923.0,1455623033785.0
"A2Q1W107N7K6P1","3KYQYYSHYV7Q4TG1S9Y4S11YU9AOD3","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",312,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Since 80% of the students should receive a B if everyone is honest, there is a more likely chance that grading a B will be what the others choose as well."" ], ""time"" : 90082 } } }",,1455622937199.0,1455622948524.0
"A11DVZZE26RU7O","336YQZE83VE70DGW0N182LO1MSXM5E","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",315,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Sam should give A grade to maximize his reward, If Sam and Lisa both give A grade, then according to the calculation it will be 100/20 = $5/-"" ], ""time"" : 515055 } } }",,1455623282073.0,1455623316830.0
"A2GQLW59SKDSJ6","3KAKFY4PGU2IQF311PFNVVJ0RNP3IS","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",316,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" To me, a 40% chance of receiving an A isn't enough to warrant reporting it as such. It seems as if B is the safer of the two options since it is more likely to happen."" ], ""time"" : 92837 } } }",,1455624231115.0,1455624240455.0
"A936CO3HKNVSI","3TYCR1GOTCJL19I07Z79RCG7NMIZLZ",,317,6,,,1455624403926.0,1455624450769.0
"A3CBOZUTFR0NR7","3U4J9857OEBQ4QQIXRQWMPR31ZSB7X",,318,6,,,1455624884319.0,1455624890349.0
"A3PQUGIQQBPR98","3A4TN5196KI67KO0O083OMMFXNMHCA","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",319,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" because be is more popular"" ], ""time"" : 133829 } } }",,1455636436304.0,1455625651296.0
"A35RZ2HKE9VWJ5","3BV8HQ2ZZW12HG7L83L8L071O6O6AZ","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",320,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Knowing absolutely nothing else about the essay or what the other grader will do, the best choice to maximize payout is to give an A.  In this example, Sam believes only 20% of essays will get an A, and intuitively, it seems correct that there should be fewer A's than B's -- therefore, one minimizes the penalty by giving an A because it's less likely that both graders will give an A, and since the proportion is smaller, the penalty is also smaller.  In this case, we do know some information about how the essay will be graded - Sam thinks Lisa has a 90% chance of giving it an B.  If  Sam's estimation is correct, this makes an even more compelling case for grading an A, since this would lead to a higher chance of avoiding a penalty. "" ], ""time"" : 339365 } } }",,1455625970256.0,1455626006499.0
"AF2GUPXX9MYSS","3KYQYYSHYV7Q4TG1S9Y4S11YU9FDOX","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",322,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Since Sam thinks that Lisa will give the grade A with the possibility of only 40%; it is better to give grade B which has 60% chance that Sam and Lisa will give the same grade."" ], ""time"" : 220955 } } }",,1455626012400.0,1455626522503.0
"ABREDVJ6LQDOF","3OWEPKL089CS5ZFF0HV5DKRXIO87NK","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",321,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" He starts out with a reward of .50 and he's pretty sure that his Partner, Lisa will give him an A as well.  This would get him a bonus of $1.00.  He also though that at least one other person out of the other two would give him an A.  If that is the case, he would end up with $1.00 bonus."" ], ""time"" : 272815 } } }",,1455626493948.0,1455626515570.0
"A37QSL0PMFJ7TM","3Y4W8Q93LZKLUDPYTLKINTV6Q2CVDH",,324,5,,,1455626885538.0,1455626883781.0
"A1SJHSLV0GLIIO","3UJ1CZ6IZHPAY8T1KKXUEUN7EHL5SF","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",323,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" there is a chance that everyone will be graded"" ], ""time"" : 58386 } } }",,1455675412722.0,1455626834768.0
"A1IHKUDBWZ9FGA","3L6L49WXW0XRWNRQUJ1CGR7101I457","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",325,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" He will only get the bonus if Lisa gives the same grade, so if it's a 90% that Lisa gives B, then he should grade B to get the rewards.\n"" ], ""time"" : 101400 } } }",,1455627139305.0,1455627153839.0
"A18HC62T1SROBJ","3YMU66OBIN8JOW45QM4MED7UVFIHGO",,327,7,,,1455627435271.0,1455627463891.0
"A1NITBXDX8TN7T","3UOUJI6MTDEZF45FFVBPLEWFSDGXUX","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",328,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" He will have to give a B so that he will give the same grade as Lisa."" ], ""time"" : 248176 } } }",,1455627579452.0,1455627602500.0
"A3UEFIZ8PF8281","3IGI0VL647KZQ57EH3C7O6DS8DINOQ","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",329,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" 50 percent to be safe for errors and sudden decisions."" ], ""time"" : 57460 } } }",,1455627795127.0,1455627796643.0
"A2HTLFV10WMWSO","3XCC1ODXDLBNQFCMPNLSMVD2OBPRQQ","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",326,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam should give the essay a B. If only every other grader is grading honestly and he believes it should be an A and that Lisa will give it an A then logic dictates that there will be at least 2 additional A's given in the collection. Some will not be honest (like Sam) however and give it a B or may actually misinterpret the quality of work and give it a B. The scenario, as written, would have Sam earning his $.5 for his grade given that he matches at least two others in the group. Lisa's grade is bound to match someone else in the group and someone else will lie and award a B thus maximizing Sam's reward. "" ], ""time"" : 749937 } } }",,1455627097895.0,1455627184385.0
"A2LKP71TDQDL7B","38JBBYETQOARS6KJ5KUFKLDEDUJ4EA",,332,7,,,1455628859170.0,1455628884029.0
"A2UFRXUNXCHIFD","3JV9LGBJWTETGDQSUZZCYM4V71YOGL","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",331,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""Sam thinks that there is a 60% possibility that Lisa will grade the essay a B, so he has the best chances by picking A. However, it's still a fairly big risk -- so it might be tempting for him to go with a safer bet and grade it B, since he thinks 80% will grade it like that (the penalty would thus be lower). Still, the penalty would be nothing at all if he and Lisa grade differently, so I feel that A is still the better option."" ], ""time"" : 541173 } } }",,1455628599392.0,1455628603318.0
"A1YBZWXXW358IF","37UQDCYH6XV5D4OO28HWN1LA4RCV7R","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",333,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""The odds are better "" ], ""time"" : 195448 } } }",,1455629082544.0,1455629105612.0
"A30G98ZDOZMUVK","3LS2AMNW5FQKT2K6XV4OS08XDO8OQH","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",334,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Disregarding the ethics of the situation, for Sam to maximize his own reward he would have to select option B because the probability of a lower fine is less."" ], ""time"" : 194740 } } }",,1455629443775.0,1455629479300.0
"A13H38RCO4FDVK","3QILPRALQ5VW5DKYAMNBRKNST8G8NA","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",330,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Let us assume Sam gives grade A for his essay and if Lisa gives grade A, then he might get a bonus of 100/20 =$5. But the probability of Lisa giving grade A is less. If Sam gives grade A and Lisa gives grade B, he does not get any bonus. On the other hand, when Sam gives grade B and Lisa gives grade A, he does not get bonus. And when Sam gives grade B and Lisa too gives grade B, they get at least 100/80 = 1.25$. The probability of Lisa giving grade B is high and hence it is safe to give grade B and collect $1.25 as bonus rather than selecting grade A with less probability of getting $5. By selecting grade B, he can get rid off he risk of not receiving the $0 as bonus amount. So Sam should select Grade B to get the bonus reward."" ], ""time"" : 1543725 } } }",,1455628332366.0,1455628432363.0
"A8Q5Q60OS1LWS","3RKNTXVS3MYO2T37PFSTO2NNSFM4AG","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",335,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Sam should choose \""A\"" because if Lisa, Nicole, and Alice will probably give a \""B\"" based on the odd(90%). Therefore: .50+1-.50=$1"" ], ""time"" : 333770 } } }",,1455629812483.0,1455629826861.0
"A2MJAXJEJ4SEQM","3DHE4R9OCWBF961N711FR91S6W4G29","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",336,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If they give different grades, then Sam gets nothing.  If he is reasonably certain Lisa will give it a B (which 90% is pretty reasonable) then B will maximize his income."" ], ""time"" : 110194 } } }",,1455630081849.0,1455630184176.0
"A9UBPUEWAMA06","3IGI0VL647KZQ57EH3C7O6DS8DMONV",,337,1,,,1455630463882.0,1455630445762.0
"AP9V6D1JRAUCP","3II4UPYCOJ7TP5TH7MQ8H6WY9A3DQB",,,,,,1455630927980.0,
"A30IUZPRX1LFYB","3I33IC7ZWF2EZFOKL195VNQP81RA2R","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",338,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" He should report A, because in the scenario above, when both Lisa and Sam give an A, then Same would get a bonus of $2.5, which is more than what would happen if he gave a B, with a bonus of $1.67. "" ], ""time"" : 166802 } } }",,1455630863274.0,1455630876401.0
"A9Q29DG9Z39BI","3KMS4QQVK2Q4CM9ILN119KNAMHRFKW","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",339,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Sam should give a and lisa also give b. Then sam give b and lisa also give b. Then student have two time a and b."" ], ""time"" : 354691 } } }",,1455631828637.0,1455631889729.0
"A2PTPH3BC7LX4O","3X1FV8S5JXRO6XZPVBLQTEY33UZGVJ",,343,2,,,1455632867787.0,1455632614167.0
"A3V2D1W8ST7H27","39JEC7537U1BPLJKTPP73NDO526VCN","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",340,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If sam & lisa gives same grade then Sam gets maximum bonus."" ], ""time"" : 336971 } } }",,1455632094240.0,1455632367898.0
"A20ASMCESA51U4","3WI0P0II61ST168HK1F8MW635W6RDR","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",341,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""90% chance that the grade will have a B so he should give an A to avoid any penalty- that would give him the best odds of not matching other graders"" ], ""time"" : 298598 } } }",,1455632327154.0,1455632412702.0
"A3ONXJMQXLOGRZ","3PM8NZGV8YG7NBYYYMRKBDZQPSGXQY","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",347,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" He is 80% certain Lisa will also say B which means he is 80% to likely to at least get a little bit of a bonus. "" ], ""time"" : 80526 } } }",,1455632902155.0,1455632916642.0
"A3UE7S9TWMU9FH","384PI804XS1B3170NERIXZRGX9G0SV","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",345,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" I chose A because Sam will want to choose the same chose that Lisa chooses to get any bonus. Also, if they both choose A and more people choose B then they will get a bigger bonus."" ], ""time"" : 290700 } } }",,1455632705178.0,1455632733049.0
"A2UK6SLUS8P0H2","3R2UR8A0IAG42ZLIJ9ZGM84QARYOXH","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",342,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Assuming that Sam and Lisa both give the same grade, there is a 10% chance that Sam makes 5 dollars and a 90% chance that Sam makes $1.25. But if they have different answers then Sam makes no bonus. If Sam picks A he has a 90% chance of making no money, and a  very slight chance of receiving a high reward. If Sam picks B, however, he is more likely to receive money than not, so in most cases B is the better option because $1.25 is better than nothing. B is more statistically likely to be Lisa's answer."" ], ""time"" : 742964 } } }",,1455632442953.0,1455632427970.0
"A714FAI9LIUO6","39LNWE0K4UW2P9GKG9BOI49040IUI0","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",344,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""As Sam thinks that his essay deserves an A and if Lisa also gives A, Sam can get a penalty of $5, but if Sam gives B and Lisa gives A, he will not have any penalty. So, I think Sam should select B."" ], ""time"" : 774575 } } }",,1455632703671.0,1455632716583.0
"A8WLCSZLNZ8BL","3570Y55XZPJ5ARUU0M8A0D2XLB1YGA","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",348,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" I think when all graders are going to grade honestly then SAM is going to get A grade."" ], ""time"" : 125863 } } }",,1455633382187.0,1455633369007.0
"A2O8U9FCUBQA97","3D3VGR7TA0FVJE6KRC9W9NKREJHR3T",,349,1,,,1455633559111.0,1455633584146.0
"AYQ81S12VLM6C","3LS2AMNW5FQKT2K6XV4OS08XDOAQOL","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",346,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""because if SAM will give B , and lisa will give A then penalty 0. if SAM will give B , according to 90% chance if lisa will give B , then  1.25 penalty. if SAM will give A and lisa will give B as 90% chance is there , then penalty 0. if SAM will give A and lisa will give A which is 10% chance only, then penalty is 5. So lesser risk and maximum reward is in giving A grade."" ], ""time"" : 803504 } } }",,1455632755877.0,1455632792973.0
"A128USPL1FXS4A","3PB5A5BD0V6MV7YTDDIAN0I0HCTG7S",,351,4,,,1455633832523.0,1455633841501.0
"A3MEXVF979S444","3X66WABAJWI4UOX6B1FKAJ6KCA83GB","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",350,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam believes that the essay is likely to get 2 A's, simply by chance. However, the essay needs 2 A's and 2 B's for a reward to be given. Sam should grade the essay with a B and assume that simply by chance, 1 B and 2 A's will likely be reported."" ], ""time"" : 295573 } } }",,1455633735942.0,1455633757335.0
"A1TUOITL551J17","3XLBSAQ9Z4CMMOTY356Z87Y6S2P7ZA","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",352,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Since Sam cannot affect Alice or Nicole's choice with his choice his most profitable avenue for action would be to make sure Lisa's choice matches Alice's.  With an 80% chance of a grade of B, sams should do whatever he can to affect lisa's decision and make it a B as well.  Since partners agree with their partner 90% of the time when a B is given (we do not know anything about when an A is given) Sam should give a B to make the chances of lisa choosing B 90%.  Lisa's decision seems to be independent from the info given (90% B) so really it would not matter."" ], ""time"" : 938275 } } }",,1455634527257.0,1455634569884.0
"AZTYIBLLB60V8","32AT8R96GL9RJNJGLL52M6FNDYRSUX","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",353,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If he thinks that it deserves an A, then he should just go with it. If it is that good, despite the odds, the other graders will give Sam an A because it is deserving."" ], ""time"" : 331170 } } }",,1455635405934.0,1455635455085.0
"A3AEN3XWGI56R7","3AAPLD8UCCHNT1QBAM3TDWMJLA5THQ",,355,7,,,1455636431209.0,1455636419706.0
"A2Z9N8TQQGZI38","3LPW2N6LKT2QDLL59PSUTV5VZEKU5Y","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",354,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" The distribution of A and B becomes less of a factor  given the 90% expectation of Lisa giving a B. If Sam gives an B in this case , he has a 90% chance of getting something, vs if he gives an A , he has a 90% chance of getting nothing."" ], ""time"" : 474428 } } }",,1455635982767.0,1455636014907.0
"A2UDD8ROGT7CGB","382M9COHEHFQ94EYKQLXXPB8C7AEUA","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",356,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Since every essay is graded by two people, we will call those two students partners. Suppose that Lisa is Sam's partner. First, for every other essay, one of the two graders that have evaluated it is chosen to form a collection of graders. If their grades do not have 2 As and 2 Bs, then Sam gets a total reward of $1.5 and the scheme ends."" ], ""time"" : 29843 } } }",,1455636725090.0,1455636727295.0
"A2TYLR23CHRULH","3U84XHCDICDP31BF178S5VEW116Z4R",,357,6,,,1455636866631.0,1455636933959.0
"A3MCSKH2SI0YIW","3PB5A5BD0V6MV7YTDDIAN0I0HD37GV","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",358,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Since B will likely be more popular, Sam will get a larger bonus if both he and Lisa give an A. "" ], ""time"" : 172235 } } }",,1455637061887.0,1455637072659.0
"A5DZVV45ZKVRW","3H7Z272LX77RN5GUKQ970EETDOVPLQ",,360,3,,,1455637817553.0,1455637876204.0
"A1JVUD5XUB9H48","3VSOLARPKB9PFEAYXV9AI2KX8XC39J",,361,7,,,1455638068728.0,1455638236266.0
"AI6NN4PQG0H9A","352YTHGROVD3CGBLVL2L5OAR5BR4H8","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",359,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" I think giving a grade of a B will give Sam the best chance getting the bonus. If he thinks everyone else will give a grade of an A."" ], ""time"" : 840656 } } }",,1455637474818.0,1455637477232.0
"A4Y1YN4D4YDS1","3W2LOLRXLBF1FCERCI1VQ91TP6GKRC","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",362,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""AS THERE IS 90% PROBABILITY THAT BOTH LISA AND SAM WILL GIVE B, ITS BETTER TO GO WITH THE BEST INSTINCT."" ], ""time"" : 197601 } } }",,1455638383545.0,1455638403165.0
"AZK6GRV4SXGLI","3GGAI1SQEVYSZYPBFXOGGRUBEA8MCD","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",363,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If he believes that Lisa will give an A, it is in Sam's best interest to give a B so that there is no penalty for the grade.  He believes there is a 90% chance that Lisa will give an A, so his best option is to assume she gives an A, so he gives a B to get a 0% penalty"" ], ""time"" : 132567 } } }",,1455638757755.0,1455638735455.0
"A1G8240R3DNTUQ","3R08VXYT7CVISTOTSIMS934OB1Y7WZ","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",365,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" the percentage of 80% is too overwhelming to bypass. The odds of the class getting an A are only 2 out of 10. The payout would be more if both decided on B"" ], ""time"" : 212626 } } }",,1455639455552.0,1455639472570.0
"ARLK61ZSLNTA0","3RXCAC0YIRPQVL3CNIAG10EVSXEG8W","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",366,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Lisa will also give it"" ], ""time"" : 138364 } } }",,1455639603493.0,1455639622490.0
"A1JONC2DCQ4EL2","3CN4LGXD5XOPYB1A5L69RO5UV774YA","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",364,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Your scenario doesn't make any sense to me. If 2 Seniors grade an essay and it is one of the chosen, \""If their grades do not have 2 As and 2 Bs, then Sam does not get any reward and the scheme ends.\"" How would it ever have 2 As and 2 Bs? That would be four grades and it was only graded by two people. If it was 2 As or 2 Bs the scenario might make sense, but that is not what you stated. I just can not follow your logic or scenario at all. Assuming Sam and Lisa have to give the essay the same grade to even have a chance at getting money and Sam thinks there is a 40% chance Lisa will give it an A, then there is a 60% chance she will give it a B. So he should give it a B to have any chance of a reward."" ], ""time"" : 726458 } } }",,1455639020252.0,1455639040904.0
"A37UBU6BTOV8WI","3KWTYT08703NUVYB0B0T289CMO0L56","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",367,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" His percentage to get a good grade is Higher if Lisa grades it. "" ], ""time"" : 41106 } } }",,1455639790776.0,1455639795506.0
"A3SYE2NNXTNHUW","3PXX5PX6LXY8NSOG4U2GWGTT28NABE","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",368,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" He wants to not get the same grades as Lisa, Nicole, and  Alice. Doing A when there is a likely chance others will give the essay a B has the greatest chance to give him a bonus."" ], ""time"" : 101444 } } }",,1455639839326.0,1455639843304.0
"A13BDQ7J8MNP40","3VSOLARPKB9PFEAYXV9AI2KX8XC39J","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",369,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" They should give a B to grade honestly because the essay has a 60% chance of being graded a A which is higher than the 50% threshold."" ], ""time"" : 162927 } } }",,1455640197075.0,1455640205774.0
"A2PR62W2I7YGNT","3STRJBFXOWREVRRJG76QQO2BDRIKTU","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",371,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""He increases his odds of earning a higher bonus if he also give himself an A. "" ], ""time"" : 136650 } } }",,1455640450189.0,1455640452280.0
"A2JEM59HAWM4GX","3KAKFY4PGU2IQF311PFNVVJ0RO73IC",,374,6,,,1455640583266.0,1455640620832.0
"A249M2F9FFNIK2","3F6HPJW4JD0B6SRNM65XDCNG0LG2WI",,375,6,,,1455640700658.0,1455640726694.0
"A3HIIRTGJUJZ1D","33CID57104TKGGB7MSC0NBBS8SA3LZ","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",370,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If Sam's essay was better so Sam deserves it. "" ], ""time"" : 530482 } } }",,1455640333987.0,1455640378814.0
"A4CLRQXF396I1","3FTF2T8WLRIM6CCM7FKCNZVU6RO9WF","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",373,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" It is unlikely that Lisa and Alice will give the same grade, since Lisa is Sams partner. With two As and 2 Bs Nicole likely gave a grade of B, however it will be the Same as Alice's. Sam would then get a $3 bonus."" ], ""time"" : 409680 } } }",,1455640492233.0,1455640549240.0
"A10ZKWRZ8WL775","3R3YRB5GRF3NJRXM4LJB16LHRTWAUX","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",376,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam think s B  because it  gives honestly."" ], ""time"" : 127567 } } }",,1455640947899.0,1455640977220.0
"A2GIJ8E45BSAI","3RWE2M8QWHAENOFVFIAWY5HAABR0N4","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",372,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Most probably others would grade an A. So Sam should avoid grading A ."" ], ""time"" : 931325 } } }",,1455640362869.0,1455640542621.0
"AO8LXT6Z1D9MU","3WI0P0II61ST168HK1F8MW635XRRDE","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",380,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Low penalty"" ], ""time"" : 20742 } } }",,1455641541266.0,1455641556014.0
"A1VPE05UDNFKGV","3TVSS0C0E105QRL05LPTEZW60XFTWL","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",378,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Sam should give an A to Alice and Nicole. and give a B to Lisa. This would net him the largest reward. "" ], ""time"" : 263770 } } }",,1455641306195.0,1455641316887.0
"A112V6HAH568DI","3U4J9857OEBQ4QQIXRQWMPR310LB7S",,381,6,,,1455641592698.0,1455641607050.0
"A2KDCANVN4H2EK","32EYX73OY09FI8J36W5XWWARRW8RU8",,382,6,,,1455641633745.0,1455641639832.0
"A17LSINELZPCMD","34BBWHLWHABFHD5PB9QP0SUXPHEWIO","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",379,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Sam should try to hope that Lisa gives him a \""A\"" as it is on the lower percentile of the overall class average and hence target to get maximum reward."" ], ""time"" : 241500 } } }",,1455641533948.0,1455641553119.0
"ANKRUP6HERP5W","374TNBHA8BVWNGO83IDMUR6ZRZTYQQ","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",377,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" because of the calculations"" ], ""time"" : 916611 } } }",,1455641183551.0,1455641224286.0
